Tweet Number,Tweet,Sentiment
438,#Biden's defeat of #Trump is the most important win since #FDR #TheHill https://t.co/zxRx9nRGQn https://t.co/p5lwXSNnDk,Positive
439,"What #JoeBiden should say today:  . regardless of who won what, #America can be proud of #Election2020 #turnout, and of the tireless work of bipartisan teams making sure that all #ballots are counted, that #democracy is protected.  . whoever wins, we must unite  #TrumpMustGo",Positive
440,"US election 2020: President Trump casts his vote President Donald Trump votes early in the #USelection, while on a campaign visit in #Florida. https://t.co/98Py0QfqLB #vote #mercadomagico #mercadpos #noticiero #news #BreakingPoll #BreakingNews #ElectionDay #Trump #Biden https://t.co/IrWt2nMRnx",Neutral
441,"So thrilled #JoeBiden and #KamalaHarris have won the confidence of the American people to lead this nation forward. It’s time to heal, come together, fight our common enemy the #coronavirus and re-build a better nation that lives up to its ideals. Let’s get to work!",Positive
442,"Here in the #UK #fireworks are being set off. It’s most likely for #GuyFawkesNight, a dissident who tried to blow up Parliament. I’m telling myself it’s all for #JoeBiden. (There’s some symbolism in there somewhere!) #JoeBidenKamalaHarris2020 https://t.co/oNSejZfqt6",Positive
443,"#Where is #JoeHiden , #Oops I mean #JoeBiden  Hey #ChinaJoeBiden Where do we go from here ? #Prison for #Dirty #dealings .",Negative
444,"#JoeBiden pimped out his son #Hunter BTW, where is #Hunter ? https://t.co/WA9Bm4TEXc",Negative
445,Tonight’s supper will be determined if we have a winner today for the presidential election.  If #BIDEN wins:  Sirloin steak and baked potatoes on the grill. Salad and baked beans.  If #TRUMP wins:  Hamburger Mac mix and beanie weenies.  #TheLincolnProject what do you think? https://t.co/hlHK513ns4,Neutral
446,"#BidenTownHall  My impression from polling is that black Americans are overwhelmingly for #Biden, because they know who is on their side.  And yet @ABC seemed to find black people considering other alternatives (yes with an equal # of supporters) hiding in PA? Was not honest! 1/2",Negative
447,Hey #NewJersey !  Think your taxes are high?  Biden's tax plan could see combined rate of 62% #Biden #CrookedBiden #CrookedJoeBiden https://t.co/g6n6AyWzcM,Negative
448,"Just now watching Biden's Town Hall from last night.  ""We (the government) are going to own the electric market."" #JoeBiden  #GovernmentMonopoly",Negative
449,"@joelpollak How can a squeaky clean administration like #Biden /  #Obama have so many #Scandal surfacing? Even with the #Collusion of the #FBI, #Court, #DOJ, #MSM and tech #Oligarchs some of the truth outs. #ObamaBidenGate, for sure. @ScottAdamsSays @SebGorka @IngrahamAngle",Negative
450,"Seeing as they can’t even spell “Jucy Lucy” right, I think it’d be more accurate to say Minnesota is a foreign land to the MN GOP.  Send the GOP a message this November and Vote for #JoeBiden! https://t.co/4UWvsW0RWI",Negative
451,My new article for The American Spectator (America's oldest conservative publication) Minnesota Islamists Join Progressive Church Alliance to Promote Islamist Agenda. . #USA #Elections2020 #IlhanOmar #Minnesota #KeithEllison #ISAIAH #Trump #Biden  https://t.co/6Y8rpPgiwF,Neutral
452,HA GANADO BIDEN. YES YES YES YESSSSSS 💙💙💙💙💙 #JoeBiden #ElectionDay #biden #america #biden2020 https://t.co/SQJTyYfT7H,Positive
453,@guardian Why is this news?seriously #KamalaHarris got owned by #TulsiGabbard a year ago...#KamalaHarris calls #Biden a racist and then tree takes second place...what a joke,Negative
454,Hammer and Scorecard switches 3 percent of votes he says!   Was used in 2012 by Biden and Obama and was used in 2020 primaries to help Biden win against Bernie. How much was it used in 2020 Presidential Election we wonder? #ElectionResults #JoeBiden #FightForAmerica https://t.co/N0xLavXKyS,Negative
455,@Sonal_MK She doesn't deserve it...she was not in top 10 in #DemocraticPrimary .she got the post coz it was #BlackLivesMatter  everywhere and #JoeBiden wanted to take advantage of the situation ... in short she is Vice president now coz she has an uterus and she is from black origin..,Negative
456,@realDonaldTrump @JoeBiden Stay home &amp; stay safe #covid19 #pandemic #staysafe #healthworkers #shopijam #iPhone #NBA #Trump2020Victory #trump2020 #Biden2020 #Biden #Trump2020Landslide #BTSARMY #BTS_Dynamite #crowd1 #BTS #football #NFL #Debates2020 https://t.co/HOX3FMdCoY,Negative
457,"@MSNBC #Biden /Obama promised #criminaljusticereform, but #Trump delivered -also created 9000 black opportunity zones &amp; lowest pre-COVID #black unemployment rate EVER! #blacklivesmatter #blackownedbusiness #blm #blmmovement #walkaway #Elections2020 #Debates2020 #Womenarevoting #NBC #CNN",Negative
458,"#BIDEN: ""LET'S GIVE EACH OTHER A CHANCE. WE ARE ALL AMERICANS."" Is he kidding us? They've done nothing but sabotage the #Trump presidency form the get-go. Their media was nothing but a blow-by-blow Trump gossip show. Fuck you. War. https://t.co/qMn4odCUzj",Negative
459,"You will be missed ""funny old man"". #USAelection2020 #CNNElections #USAElections #Biden https://t.co/XaiPXkFNRS",Neutral
460,"Biden Facts:  He served as primary sponsor of the PROTECT Our Children Act of 2008, helping law enforcement agencies to investigate and prosecute child predators  PROTECTING OUR CHILDREN  #VOTE #ElectionDay #VoteBlueToEndTheNightmare #Biden 🇺🇸💙@JoeBiden",Positive
461,The debate summed up for you. #Trump2020 #DebateTonight #PresidentialDebate2020 #debates #Trump #Biden #Tennessee @realDonaldTrump https://t.co/hzJJCfxrcq,Neutral
462,🌊 Best headline of the day! 🌊  #Biden his time.  #ElectionResults2020 https://t.co/bbSKh3ynZH,Positive
463,@FBIPortland There are no words sufficient to convey the damage the #FBI has done to this country. It changed the course of history 3x in horrible ways: trying to destroy @GenFlynn &amp; depriving @POTUS &amp; US of his knowledge for 4 years; Protecting the corruption &amp; evil of all #Biden &amp; #HRC,Negative
464,When is the sick media @CNNPolitics @MSNBC  @ABC @cbs going to hold #JoeBiden and #KamalaHarris accountable for illegal business dealings...#Americans vote for all Republicans @DNC is corrupt.. .,Negative
465,#JoeBiden was never the man for this job. His narrow path to victory - which as per polls was supposed to be a landslide - should be a ln eye opener for the Dems party. #KamalaHarris will have a tough time in four years when she stands for re-election.,Negative
466,Must-See Moments from Wizkid’s “Made In Lagos” Album Listening Party https://t.co/x26f2q6jND #MilStreamingParty #MadeinLagos #Biden #OPPOA93Launch,Neutral
467,@realDonaldTrump @NBCNews Look at the ratings...#Biden slayed you! https://t.co/Ev4dnJukji,Positive
468,US elections #Trump vs #Biden tomorrow - going to be very interesting https://t.co/NXOeoc5NsM,Neutral
469,#USPresidentialElections: किन वजहों से #DonaldTrump दोबारा चुनाव जीत सकते हैं? @JournoPranay  https://t.co/smwhXUzF4C  #USAElections2020 #Election2020 #JoeBiden https://t.co/egaB5JBdAP,Neutral
470,"Too bad you still LOST because #Biden got FOUR MILLION MORE votes than @POTUS Trump and WON THE ELECTORAL COLLEGE. Fair n square, YOU'RE FIRED, DONALD TRUMP!!  Your #ConIsOver #DonaldTrump #ethics #Truth #Christian #Galatians6:7 U shall reap what u sow! @WEAnews @csmonitor @GOP https://t.co/nmkPrz19gc",Negative
471,"If you don’t want to be a pawn, don’t play their game. #Vote #Trump2020 #JoeBiden",Neutral
472,"Maybe I can blame the @democrats for a #Browns loss. God knows they fk everything else up lol. #Elections2020 #Election2020 #vote no #rape, no lies, no SNL decision lol, thus non #democrats #Clinton #ClintonFoundation #Trump #Biden https://t.co/no8ey4Ot5E",Negative
473,#politics Links to POLITICS #websites #coronavirus #covid19 #DonaldTrump #president #voting #JoeBiden https://t.co/Rc2aeLAk2G,Neutral
474,To be Black &amp; #DemExit2020 is to be of true Black revolution. Black People voting for #Biden or #Trump are those who choose to stay in mental &amp; emotional slavery. #Election2020,Negative
475,And tomorrow #Biden will dawn winning Alaska ...Polar bears also vote!!! #Elecciones2020 #Trump2020,Negative
476,"@realDonaldTrump All these @realDonaldTrump supporters saying they now want to move to #Mexico 😂 Fuck me, 4 years ago you wanted a wall built to keep them out now you want to move there!! I hope you all enjoy the challenge of climbing the wall to get there 😂 #trump #biden #USAelection2020",Negative
477,When did Americans become massive babies when they don’t get there way?  #Election2020 #Biden #Trump,Negative
478,I’m gonna stay with @CNN. They’re experienced in broadcasting civil wars. #PleaseNo #Biden #BidenHarris #BidenHarris2020 #CNN #Election2020 #Elections2020,Neutral
479,Please #Retweet To Trigger Rage-Inducing #TrumpStroke: #Microsoft Received $10 Billion From #Trump Regime &amp; Yet It's 4th Largest Donor to #Biden Campaign #TrumpCollapse #BidenHarrisToSaveAmerica #TrumpIsLosing #BidenHarris #FBR #BidenHarris2020Landslide https://t.co/0armL1H9al,Negative
480,We must elect leaders that will listen to the scientists and experts. Our lives literally depend on it. #Biden #vote #VoteBlueDownTheBallot #VoteBlueToSaveAmerica https://t.co/fph8OKO2ye,Positive
481,"If you google #PresidentialDebate2020, it has #Biden up 248 #ElectoralVotes. But #CNN #MSNBCLive has 237. WTF is going on????🤨🤨 #Elections2020 #EveryVoteCounts",Neutral
482,"#Trump went out #golfing in a foursome today, but they only came back with three golfers!  Apparently when he heard that he lost the election, he shot a hole in one! 😂  #Biden #Harris #Election2020 https://t.co/XS3mxl7LjW",Positive
483,#Biden has defused #Israel issue and won the battle of the Israel lobby https://t.co/V08EaUGK2u #Palestine #US,Neutral
484,Yessss JOE. || KAMALA first black WOMAN in office.  This is US. #JoeBiden #46President https://t.co/TcZVLAq3LA,Positive
485,"If #JoeBiden was only ""worth"" $200K to the US as Vice President, scary that his influence was worth tens of millions to China and Ukraine... @charliekirk11 @DLoesch @TheJordanRachel",Negative
486,Readers Write: Pandemic responsibility? Watch where you put that. #coronavirus #pandemic #Trump #Biden https://t.co/xqqIMLof4B,Neutral
487,MEANWHILE IN #USA 🇺🇸 #Media Announces #Biden Victory...Then Rudy #Giuliani Takes the Mic With Bo... https://t.co/9L6lhZYmFr via @YouTube,Negative
488,"LIVE #ELECTION2020 COVERAGE: In the race to #270ForBiden, 4 states look to be the nail in the coffin of the #TrumpVirus!  #JOEBIDEN2020 #BidenHarris2020 #ElectionDay #ElectionNight #ResistersRejoice #Biden2020 #Biden #Resistance #DemVoice1 #FBR https://t.co/YB1uxbcE5G",Positive
489,@jurybrief @algore Ah. The Dead Cat of 5G. There are other *allegations* that should be investigated and then taken to Court to be disproved or proved. It seems madness to let these *allegations* hang over a #Biden presidency.,Neutral
490,"•Celebrations Erupt Across US •Parties Surround the White House •Amers Celebrate in DC -boo Trump's motorcade as he returns from his golf trip -Passerbys Urge Jared, Ivanka Kushner's to Leave DC home  #Biden #TrumpOut #BidenHarris2020 #Election2020  https://t.co/BNYqccWulU",Positive
491,If you’re not playing the Rocky Soundtrack and celebrating. You’re not electioning right #Pennsylania #Philly #Philly #JoeBiden https://t.co/Uhjv6cTEUR,Positive
492,@AuroraBlogspot Yesssssssss let’s do it ... #JoeBiden for president of the #USA #EuropeforBiden #stopracism,Positive
493,Congratulations to @JoeBiden for becoming the new President elect of the US #JoeBiden #Election2020 #Election2020results #USElection,Positive
494,has everyone finally figured out that #Biden has won #ELECTION2020 #MAGA!!! https://t.co/nNVWeuYzJb,Neutral
495,The way the #USElection2020  looks this morning is #Biden by a hair.,Neutral
496,As of now #Trump winner in 7 states #Biden Winner in  8 states.  #USElection #USElection2020 #Trump2020 #Biden2020,Neutral
497,[Matthew Fox] The recent stock sell-off has one widely followed indicator flashing trouble for Trump's reelection chances #StockMarket #JoeBiden #PoliticalParty #DonaldTrump https://t.co/DyKLpWAu1L https://t.co/r4tz7xYN6F,Neutral
498,Moderator: Joe it’s your turn to speak...what is your plan.... #Debate2020 #debates #Debates2020 #DebateTonight #JoeBiden https://t.co/BqmijCk4x8,Negative
499,Stan gry. #Elections2020 #Biden #Trump https://t.co/zGgrGcEgEl,Neutral
500,#JoeBiden thinks an 8 year old becoming transgender will “make my life easier.” https://t.co/fQfHXHc7F4,Negative
501,Shout out to the people who accused Trump of being a racist but never once acknowledged the racist comments that came out of Bidens mouth because it wouldn't fit their narrative to push for a socialist agenda. You're all fakes and phonies. #Trump #Biden #2020election,Negative
502,@CNN I applaud HOPE and the Courage it took to WIN THIS Election. #Biden took the high road. Thanks for being a President who represents the creed of America,Positive
503,Free $70. &gt;&gt;https://t.co/hePHJO3cbx  #USElection #Elections2020 #USElection2020 #USElections #ElectionResults2020 #JoeBiden #TrumpvsBiden #EricaOurWCW #AmericaDecides #DonaldTrump #USElectionResults #Biden2020 #AmericaVotes2020  #JOEBIDEN2020  #TrumpVsBidenFight #BidenHarris2020,Neutral
504,Rudy Giuliani’s Daughter Caroline on Voting for #JoeBiden | Vanity Fair #VoteBidenHarris2020 #VoteThemAllOut #2020 #endtrump #VoteBidenHarrisToSaveAmerica  https://t.co/5ygJzyrvIT,Positive
505,To me this election is showing race vs race. Majority whites want #Trump and Majority Blks want #biden all of the bickering and trolling each other everyday on fb twitter etc just to piss each other off #Biden Trumpbiden #bidentrump #BidenHarris2020 #HarrisBiden #2020Election,Neutral
506,@realDonaldTrump So you'll be releasing the last 20 years of tax returns like #Biden? Who do you owe 400 million dollars to? Putin? That would explain a lot #VoteBidenHarrisToSaveAmerica,Negative
507,President-elect Joe Biden: A long-time friend of India  #Biden #JoeBiden @JoeBiden #PresidentElectJoeBiden #PresidentElectJoe #USElectionResults2020 #USPresident #46thUSPresident #India #IndiaUSA https://t.co/fxwe5fF0lS,Positive
508,Happy day in Wilmington! Congratulations #JoeBiden and #KamalaHarris https://t.co/70YBnCSWen,Positive
509,"#Ebook : #Clairvoyant/#Psychic Predictions about #JoeBiden and #DonaldTrump – Who will really become a #president? The World and USA year 2020 – 2033 , #CoronavirusVaccine Companies – #Regeneron Pharmaceuticals, The #Russian #Gamaleya #Research Center,… https://t.co/lz32Pi17dc",Neutral
510,#Breaking. The #KidsInCages  picked #JoeBiden  for #POTUS46  . https://t.co/sskBQKNVAa,Negative
